date,GDP,Hours_worked,Real_wage_growth,GDP_Deflator_Inflation,Core_PCE_Inflation,short_term_interest,Consumption_growth,Investment_growth,Spread,expected_inflation,long_term_interest,tfp,GDI
1959-03-31,,,,,,0.645,,,0.21999999999999997,,0.9975,1.0495760846234865,
1959-06-30,2.016216874900323,,0.6867609968428834,0.15752169179976683,0.5335403007962647,0.77,1.3927353036025991,2.946749684272376,0.1725000000000001,,1.065,0.8215816119443609,2.4780456487154545
1959-09-30,0.09733616439762116,,0.18821263211310502,0.3861893197723898,0.6645391867757588,0.8925,0.8913634705864482,0.6225194990868488,0.15500000000000003,,1.125,-1.380001712751106,-0.798259884975927
1959-12-31,0.3597926130466611,,0.5486307652929567,0.39121129636252583,0.571538991506193,0.9975,-0.02465955388029073,-1.6960923127850691,0.17249999999999988,,1.145,-0.7255049151637946,0.7560104877551765
1960-03-31,1.9436812898355527,,1.728019774719114,0.39616872727861185,0.3161158350962534,0.9825,0.0027213853130092502,2.350534410316385,0.20499999999999985,,1.1225,2.5300442929308997,1.9210626049260604
1960-06-30,-0.5708752382969529,,0.3910058038718134,0.25246817100215146,0.3780246437203427,0.925,1.2273857043609837,-2.194094490693388,0.24750000000000005,,1.065,-3.4103736951209735,-0.047330158597969074
1960-09-30,0.5135820012634795,,0.2528064820702558,0.3420792699069697,0.395393868745364,0.735,-0.6912337142612301,-2.8488967757002825,0.3174999999999999,,0.9575,-0.8600061352459409,0.02907855672766857
1960-12-31,-1.3470935878967971,,0.1183709789210785,0.2959533782123991,0.3251832019413481,0.575,-0.07660550308070668,-0.9913473930467376,0.3024999999999999,,0.9725,-2.0881766065640472,-0.5995713189602014
1961-03-31,0.5242065968593224,,0.663912649708498,0.21818657182945955,0.16842897216475805,0.4975,-0.43288469545110786,-1.6261150113793477,0.3174999999999999,,0.9475,-0.02677706157942545,0.054734891443253275
1961-06-30,1.590566387751835,,1.164868109864825,0.23050336752170608,0.32979713162859525,0.4325,0.9306905374037555,1.1500180567121987,0.3074999999999999,,0.9475,2.9522358181471766,1.5813601874059557
1961-09-30,1.8508165873605265,,0.49228131074704473,0.2554932406676702,0.43392083953768257,0.42,0.2878850244218967,1.7726778003060772,0.2825000000000001,,0.995,0.8483574015398838,1.5484161206871683
1961-12-31,2.096606320303085,,0.4159104193623975,0.31209222491193067,0.24094164190642253,0.6,1.6102115207623058,2.6533704165602856,0.28500000000000003,,0.9925,0.8963421310038941,2.496226138908053
1962-03-31,2.123403739559837,,1.0666100759531782,0.5137812196279512,0.36954957060499893,0.615,0.8324156076486844,1.2993528513993269,0.26,,1.005,-0.08691687828188004,1.5605348152925025
1962-06-30,0.695929992080746,,0.5053794430040504,0.16435935174810012,0.38043857629599387,0.6525,1.033333887915333,2.3535431183917765,0.2849999999999999,,0.9675,-0.4520587513060538,0.9013038013860886
1962-09-30,0.9751686411703986,,0.49849504881982476,0.20822167348941711,0.3301745585866822,0.7125,0.41065458768798635,0.10960294501867196,0.2649999999999999,,0.9975,0.8852174643915286,0.7609242854255349
1962-12-31,-0.02898293026118992,,0.6857491349869349,0.20778901157618712,0.18905326563882774,0.73,0.9176336526078188,-1.1704055990202633,0.265,,0.975,0.4875255635961186,0.8076558083933705
1963-03-31,1.0327704070291155,,0.5610068596656914,0.43307772066434325,0.3284674486063288,0.7425,0.07082996847973533,0.39719670719264855,0.2499999999999999,,0.9725,-0.3400016670589335,0.8089247396493526
1963-06-30,0.8590370270965764,,0.3383759411100917,0.17520810439171086,0.37580356993545116,0.74,0.4819042864752987,3.6043525226300943,0.22249999999999992,,0.99,0.181966426731406,1.1883722265474184
1963-09-30,1.895297657494055,,0.8881172132713111,0.13120491713833893,0.386450574543451,0.8325,1.2909007754334567,1.5856269944638512,0.2024999999999999,,1.0075,1.6843535314468563,1.061868658167242
1963-12-31,1.0402677842889396,,0.3194446058437328,0.8084118399958928,0.4809724897671064,0.8625,-0.04410736107995916,1.9822703509023043,0.17999999999999994,,1.03,-0.6078300814297797,1.2513454645334932
1964-03-31,1.9795271202900366,-154.6540080753989,-0.6325368036624979,0.3153698931435578,0.4249340565376514,0.865,1.6959420215949095,2.373269963527491,0.1625000000000001,,1.045,0.5253764163477628,1.5454315889489756
1964-06-30,0.9135515103864122,-153.39195477730198,0.8775340399795439,0.2281768434724718,0.2922147769172323,0.8725,1.3301743577009972,0.046054620209368125,0.16249999999999987,,1.05,-0.19440964302583272,1.2987389627616253
1964-09-30,1.5183627263110289,-153.96965577126082,0.9139035143901353,0.39959478985118757,0.279487590130989,0.865,1.3303225567257826,0.9240245466990871,0.15749999999999997,,1.0475,0.6248346274807002,1.3759315648734116
1964-12-31,0.3212715158515067,-153.81971987616484,0.2807476305967449,0.45298804198594667,0.2550189680875725,0.895,-0.27048115900250025,0.9693766866469389,0.15999999999999992,,1.0425,-1.0851535829074992,0.9691165166936244
1965-03-31,2.475250825706965,-153.29578555361297,-0.09000021396334823,0.4995745737947921,0.37836285161785277,0.995,1.6039068030849535,3.5548019700460287,0.14749999999999996,,1.05,1.7024052079580994,2.290553313460908
1965-06-30,1.3075771250732338,-152.69604176045368,0.2011987770163648,0.4608023675571893,0.3063691785397893,1.02,0.7268804314012556,2.1201844433416994,0.15250000000000008,,1.0525,-0.7815212912960826,1.3194783157701728
1965-09-30,2.2544745676045252,-152.62315020833682,0.6738104889436269,0.38640391010624775,0.3112980106331431,1.02,1.3669694951380151,2.1608911164870293,0.15999999999999992,,1.0625,1.5800513052185368,1.4565912813001347
1965-12-31,2.628945094110513,-152.31743700938418,0.7860096149627016,0.684605124006854,0.3337141939547372,1.0425,2.0735423586778268,2.385846098333566,0.125,,1.1175,1.1407311153738544,2.515107934899863
1966-03-31,2.7779934561284136,-151.84672066001986,1.0910300238513138,0.6383317722589155,0.49558449097406587,1.14,1.3084783103481712,2.337095498109143,0.10000000000000009,,1.1925,1.4386279519002443,2.541113174156351
1966-06-30,0.875004854995165,-151.80419380797704,0.7630473282929207,0.8172980051618595,0.8109404959901312,1.2275,-0.018631699627569276,-0.44224560728860496,0.1775,,1.195,-1.8531212775657462,1.1981422678965181
1966-09-30,1.5193687131437983,-151.93052517337975,0.46337439459528396,0.9626747273204117,0.8215840072070879,1.3525,0.6491616504527897,-1.1281097261523598,0.1825000000000001,,1.285,-1.1114459286833294,1.3628009511999828
1966-12-31,1.3551066131309852,-151.7140103194477,0.5042581572439531,0.8319079945134256,0.8602816195516283,1.39,0.060354658121219984,-2.6576324660751993,0.2849999999999999,,1.25,-0.48071449096601476,1.4191447689059444
1967-03-31,0.9643339069189238,-152.9472939169787,0.913779777487822,0.41625775546210164,0.5487525438450991,1.205,0.10561552790075979,-2.2769105504064413,0.32499999999999996,,1.145,-0.6482965793930582,0.6646614792534145
1967-06-30,0.19493442999323207,-153.2671830352363,1.1005461399312355,0.5064176098849238,0.6691244847826461,0.9975,0.9442364149895965,2.0334559858515178,0.29000000000000004,,1.205,-0.2717123858444216,0.6824789582332791
1967-09-30,1.403846692456856,-152.80041514116206,0.382375206639074,0.9540476260541553,0.9037718420267016,0.9725,-0.006443065155892214,0.37992847922136974,0.27,,1.3125,-0.6288465390476974,1.50766046773132
1967-12-31,1.402688455760881,-152.58377478776325,0.2545939431197408,1.1082325343330979,1.00570002764786,1.0425,-0.10334707061883108,2.580983888784516,0.27,,1.41,-0.4756694645945052,1.6552088293448897
1968-03-31,2.7322168835573812,-153.3883003717976,1.5373725958437445,1.101646818760571,1.131685259397397,1.1975,1.9423191576349197,1.7806427972516303,0.30499999999999994,,1.4025,1.4807329145428867,2.1857073138245475
1968-06-30,2.368962874431091,-152.6052583263874,0.5648977803254907,1.0511271817418955,1.1566446102352579,1.495,1.1328996542461667,-0.6885100587062709,0.31999999999999984,,1.435,0.42220616864599264,2.20965482981601
